TICKER	FECHA	APERTURA	MAXIMO	MINIMO	ULTIMO	VOLUMEN
FDR	31/01/2008	4,2440466	4,2840466	4,0440466	4,2340466	18839
FDR	01/02/2008	4,2840466	4,2840466	4,1440466	4,1940466	117348
FDR	04/02/2008	4,3340466	4,4240466	4,2240466	4,4240466	235522
FDR	05/02/2008	4,3340466	4,4340466	4,1840466	4,2840466	95487
FDR	06/02/2008	4,2840466	4,4340466	4,2840466	4,4340466	54451
FDR	07/02/2008	4,4440466	4,4540466	4,3040466	4,3840466	217582
FDR	08/02/2008	4,3740466	4,4540466	4,2940466	4,4540466	25553
FDR	11/02/2008	4,3640466	4,6240466	4,3540466	4,5240466	135796
FDR	12/02/2008	4,4440466	4,6640466	4,4440466	4,6340466	114874
FDR	13/02/2008	4,6540466	4,6540466	4,2440466	4,4340466	273928
FDR	14/02/2008	4,5040466	4,5040466	4,3440466	4,3940466	160125
FDR	15/02/2008	4,3740466	4,4340466	4,2840466	4,2840466	199193
FDR	18/02/2008	4,4340466	4,4340466	4,2440466	4,2840466	45947
FDR	19/02/2008	4,3440466	4,4240466	4,0540466	4,1840466	53253
FDR	20/02/2008	4,3340466	4,3340466	4,1440466	4,3040466	15798
FDR	21/02/2008	4,2840466	4,3840466	4,1940466	4,3840466	83410
FDR	22/02/2008	4,3840466	4,3840466	4,3140466	4,3640466	207718
FDR	25/02/2008	4,3940466	4,3940466	4,1640466	4,3140466	86979
FDR	26/02/2008	4,2840466	4,3840466	4,2340466	4,2840466	114603
FDR	27/02/2008	4,2740466	4,6240466	4,2640466	4,5840466	474321
FDR	28/02/2008	4,5340466	4,5540466	4,3540466	4,5440466	273378
FDR	29/02/2008	4,5440466	4,6040466	4,4840466	4,5840466	123236
FDR	03/03/2008	4,3940466	4,6640466	4,2440466	4,2540466	92307
FDR	04/03/2008	4,4540466	4,4540466	4,0840466	4,1640466	85019
FDR	05/03/2008	4,4240466	4,4240466	4,1040466	4,2540466	147472
FDR	06/03/2008	4,3440466	4,3440466	4,1540466	4,1740466	42843
FDR	07/03/2008	4,1740466	4,2640466	4,0340466	4,1240466	123100
FDR	10/03/2008	4,2140466	4,2840466	4,0840466	4,2640466	95654
FDR	11/03/2008	4,1840466	4,2840466	4,1340466	4,2840466	29703
FDR	12/03/2008	4,3140466	4,3540466	4,2640466	4,2940466	71877
FDR	13/03/2008	4,2340466	4,3140466	4,2340466	4,2940466	63068
FDR	14/03/2008	4,3240466	4,3240466	4,1940466	4,3140466	10973
FDR	17/03/2008	4,2340466	4,2940466	4,1940466	4,2340466	54750
FDR	18/03/2008	4,2340466	4,2340466	4,0440466	4,0840466	80321
FDR	19/03/2008	4,1340466	4,1640466	4,0440466	4,1240466	45008
FDR	20/03/2008	4,1140466	4,1140466	4,0040466	4,0540466	154090
FDR	25/03/2008	4,0740466	4,1040466	3,9940466	4,0740466	471089
FDR	26/03/2008	4,0740466	4,0840466	3,9440466	4,0840466	83220
FDR	27/03/2008	3,9340466	4,0840466	3,9340466	4,0740466	89556
FDR	28/03/2008	4,0840466	4,0840466	3,6440466	3,9840466	77966
FDR	31/03/2008	3,9840466	4,0740466	3,8940466	4,0640466	28504
FDR	01/04/2008	4,0740466	4,1940466	3,9540466	4,0140466	59159
FDR	02/04/2008	4,0340466	4,1540466	4,0340466	4,1440466	14487
FDR	03/04/2008	4,0840466	4,1940466	4,0740466	4,0840466	19264
FDR	04/04/2008	4,0840466	4,1340466	3,9840466	4,0340466	59076
FDR	07/04/2008	4,0340466	4,0840466	3,9940466	4,0340466	69770
FDR	08/04/2008	4,0840466	4,0840466	3,9840466	3,9840466	46027
FDR	09/04/2008	4,0340466	4,0440466	3,9640466	4,0040466	53471
