TICKER	FECHA	APERTURA	MAXIMO	MINIMO	ULTIMO	VOLUMEN
FDR	10/04/2008	3,9840466	4,0640466	3,9840466	3,9940466	83804
FDR	11/04/2008	4,1040466	4,1440466	3,9240466	3,9240466	98589
FDR	14/04/2008	3,9640466	4,0340466	3,8840466	3,9940466	52048
FDR	15/04/2008	4,0140466	4,0340466	3,9140466	4,0340466	40004
FDR	16/04/2008	4,0340466	4,1640466	3,9840466	4,1640466	26066
FDR	17/04/2008	4,1840466	4,2740466	4,1540466	4,2740466	21885
FDR	18/04/2008	4,2740466	4,2740466	4,0940466	4,2240466	29411
FDR	21/04/2008	4,2340466	4,2340466	4,1640466	4,2340466	73644
FDR	22/04/2008	4,2140466	4,2340466	4,1340466	4,1840466	77514
FDR	23/04/2008	4,2340466	4,2340466	4,0940466	4,2340466	19119
FDR	24/04/2008	4,1540466	4,1840466	4,1340466	4,1840466	55171
FDR	25/04/2008	4,2340466	4,2340466	4,1440466	4,1640466	16084
FDR	28/04/2008	4,1340466	4,2240466	4,0840466	4,1840466	39717
FDR	29/04/2008	4,0740466	4,1740466	4,0740466	4,1340466	22941
FDR	30/04/2008	4,1840466	4,2140466	4,0540466	4,0840466	57980
FDR	02/05/2008	4,0440466	4,1140466	4,0440466	4,1140466	28063
FDR	05/05/2008	4,2040466	4,2340466	4,1440466	4,2240466	31245
FDR	06/05/2008	4,1640466	4,4840466	4,1340466	4,4740466	152105
FDR	07/05/2008	4,4840466	4,6140466	4,3840466	4,4840466	240415
FDR	08/05/2008	4,4340466	4,6140466	4,4340466	4,5340466	23451
FDR	09/05/2008	4,4340466	4,5340466	4,4340466	4,4540466	12799
FDR	12/05/2008	4,4940466	4,6240466	4,4940466	4,6040466	30982
FDR	13/05/2008	4,6140466	4,6840466	4,5540466	4,5740466	31835
FDR	14/05/2008	4,5740466	4,6840466	4,5740466	4,6840466	28811
FDR	15/05/2008	4,7240466	4,7840466	4,6240466	4,6840466	31516
FDR	16/05/2008	4,7340466	4,7340466	4,6440466	4,7340466	36655
FDR	19/05/2008	4,7740466	4,7840466	4,6840466	4,7440466	44893
FDR	20/05/2008	4,7740466	4,7740466	4,6940466	4,7140466	29310
FDR	21/05/2008	4,6940466	4,7740466	4,6940466	4,7140466	102588
FDR	22/05/2008	4,6940466	5,0340466	4,6940466	4,9140466	85045
FDR	23/05/2008	4,8440466	4,9140466	4,7440466	4,8840466	50286
FDR	26/05/2008	4,9340466	4,9340466	4,7440466	4,7540466	39592
FDR	27/05/2008	4,7440466	4,8340466	4,7440466	4,7440466	11428
FDR	28/05/2008	4,7540466	4,8840466	4,7440466	4,8340466	32015
FDR	29/05/2008	4,7840466	4,8940466	4,7540466	4,7840466	95160
FDR	30/05/2008	4,8740466	5,0340466	4,7940466	5,0340466	159745
FDR	02/06/2008	4,9040466	5,0340466	4,8340466	4,8840466	84127
FDR	03/06/2008	4,7540466	5,0040466	4,7540466	4,8740466	35158
FDR	04/06/2008	4,9940466	4,9940466	4,7840466	4,9340466	17932
FDR	05/06/2008	4,9240466	4,9340466	4,7840466	4,9140466	34075
FDR	06/06/2008	4,9640466	5,0340466	4,7540466	4,8840466	87833
FDR	09/06/2008	4,8840466	4,9340466	4,8340466	4,8340466	30935
FDR	10/06/2008	5,0040466	5,0040466	4,8740466	4,9040466	71403
FDR	11/06/2008	4,8740466	4,9240466	4,8340466	4,8440466	71319
FDR	12/06/2008	4,7840466	4,8740466	4,7440466	4,8240466	61610
FDR	13/06/2008	4,7440466	4,8240466	4,6740466	4,8240466	57958
FDR	16/06/2008	4,6940466	4,8740466	4,6940466	4,8640466	47643
FDR	17/06/2008	4,8740466	4,8840466	4,7240466	4,8740466	28592
FDR	18/06/2008	4,8240466	4,8740466	4,7740466	4,8240466	28894
FDR	19/06/2008	4,7740466	4,8140466	4,7740466	4,7740466	45195
FDR	20/06/2008	4,8240466	4,8940466	4,6740466	4,7740466	57274
FDR	23/06/2008	4,8640466	4,8640466	4,7740466	4,7740466	12978
FDR	24/06/2008	4,7840466	4,7840466	4,5440466	4,5440466	81826
FDR	25/06/2008	4,4540466	4,6040466	4,3340466	4,4240466	32447
FDR	26/06/2008	4,4640466	4,4640466	4,1540466	4,1540466	49863
FDR	27/06/2008	4,2240466	4,2740466	4,0540466	4,1240466	32215
FDR	30/06/2008	4,3940466	4,3940466	4,1240466	4,3240466	11942
FDR	01/07/2008	4,3740466	4,3740466	4,0240466	4,2540466	17804
FDR	02/07/2008	4,0540466	4,1340466	3,8240466	4,0040466	169608
FDR	03/07/2008	3,8540466	4,1340466	3,8040466	3,8240466	38224
FDR	04/07/2008	3,9740466	3,9740466	3,8240466	3,8440466	15776
FDR	07/07/2008	3,8440466	3,8940466	3,7740466	3,8240466	10045
FDR	08/07/2008	3,8240466	3,9340466	3,7440466	3,8040466	70200
FDR	09/07/2008	3,7640466	3,8240466	3,6740466	3,7340466	9750
FDR	10/07/2008	3,6440466	3,7640466	3,5440466	3,5540466	42634
FDR	11/07/2008	3,5440466	3,5640466	3,3240466	3,3240466	69389
FDR	14/07/2008	3,3340466	3,4740466	3,1240466	3,1440466	46810
FDR	15/07/2008	3,1240466	3,1240466	2,8240466	2,9740466	113901
FDR	16/07/2008	3,0940466	3,0940466	2,8440466	2,9540466	66998
FDR	17/07/2008	2,8840466	3,1140466	2,8840466	2,9240466	240479
FDR	18/07/2008	2,9740466	3,0740466	2,8440466	2,8940466	89978
FDR	21/07/2008	2,8940466	3,0240466	2,8440466	3,0240466	355543
FDR	22/07/2008	3,0240466	3,1740466	2,9740466	3,0940466	218467
FDR	23/07/2008	3,1240466	3,3240466	3,1240466	3,3040466	54593
FDR	24/07/2008	3,3740466	3,4840466	3,1640466	3,4040466	38749
FDR	25/07/2008	3,2540466	3,3940466	3,2440466	3,3240466	7473
FDR	28/07/2008	3,2440466	3,4540466	3,1840466	3,4540466	39543
FDR	29/07/2008	3,3240466	3,5640466	3,3240466	3,5440466	27225
FDR	30/07/2008	3,3940466	3,5240466	3,3540466	3,3640466	25548
FDR	31/07/2008	3,4240466	3,4240466	3,1640466	3,1640466	27691
FDR	01/08/2008	3,0440466	3,1940466	3,0440466	3,1740466	13334
FDR	04/08/2008	3,1240466	3,1240466	2,9240466	2,9240466	36734
FDR	05/08/2008	2,9840466	3,1740466	2,9540466	3,1640466	28338
FDR	06/08/2008	3,2240466	3,2240466	3,1540466	3,1740466	7078
FDR	07/08/2008	3,3840466	3,3840466	3,2040466	3,2040466	23503
FDR	08/08/2008	3,2240466	3,3640466	3,1740466	3,1840466	10934
FDR	11/08/2008	3,2740466	3,3040466	3,2240466	3,2840466	6183
FDR	12/08/2008	3,2840466	3,2840466	3,0440466	3,1840466	9978
FDR	13/08/2008	3,1740466	3,2040466	3,1340466	3,1840466	8740
FDR	14/08/2008	3,1440466	3,1440466	3,1140466	3,1240466	2980
FDR	15/08/2008	3,1840466	3,1840466	3,1840466	3,1840466	743
FDR	18/08/2008	3,1240466	3,2040466	3,1240466	3,1840466	3050
FDR	19/08/2008	3,1840466	3,1840466	3,0240466	3,0740466	36704
FDR	20/08/2008	3,0840466	3,1140466	2,9440466	3,0940466	39364
FDR	21/08/2008	3,0740466	3,1740466	3,0740466	3,1240466	5442
FDR	22/08/2008	3,1640466	3,2740466	3,1240466	3,1240466	29632
FDR	25/08/2008	3,1240466	3,2040466	3,1240466	3,1240466	6492
FDR	26/08/2008	3,1240466	3,1740466	3,0240466	3,1340466	18395
FDR	27/08/2008	3,1240466	3,1640466	3,1240466	3,1240466	3675
FDR	28/08/2008	3,1340466	3,3640466	3,1240466	3,2840466	12159
FDR	29/08/2008	3,3640466	3,4740466	3,2340466	3,4740466	31098
FDR	01/09/2008	3,5240466	3,5540466	3,2440466	3,4240466	25164
FDR	02/09/2008	3,4240466	3,5140466	3,2840466	3,5140466	15012
FDR	03/09/2008	3,2940466	3,4240466	3,2940466	3,3740466	8627
FDR	04/09/2008	3,5040466	3,5140466	3,3740466	3,5140466	47153
FDR	05/09/2008	3,3340466	3,4740466	3,2940466	3,4740466	9176
FDR	08/09/2008	3,3240466	3,5140466	3,3240466	3,5040466	7750
FDR	09/09/2008	3,3540466	3,5240466	3,3540466	3,4340466	11073
FDR	10/09/2008	3,4340466	3,5240466	3,2940466	3,4540466	4518
FDR	11/09/2008	3,4640466	3,5140466	3,3240466	3,3740466	7726
FDR	12/09/2008	3,3340466	3,3940466	3,1840466	3,3540466	11407
FDR	15/09/2008	3,0640466	3,3240466	2,9340466	3,3240466	21580
FDR	16/09/2008	3,2240466	3,4640466	3,1240466	3,2840466	61033
FDR	17/09/2008	3,2440466	3,4140466	3,1340466	3,3740466	49562
FDR	18/09/2008	3,2740466	3,4140466	3,2240466	3,3240466	29022
FDR	19/09/2008	3,1340466	3,5040466	3,1340466	3,5040466	40335
FDR	22/09/2008	3,2640466	3,4340466	3,2540466	3,2740466	31985
FDR	23/09/2008	3,3740466	3,4140466	3,1440466	3,1440466	15555
FDR	24/09/2008	3,3840466	3,3840466	3,2540466	3,2540466	17530
FDR	25/09/2008	3,3540466	3,3740466	3,2740466	3,3440466	10261
FDR	26/09/2008	3,2040466	3,3440466	3,2040466	3,2740466	5766
FDR	29/09/2008	3,3240466	3,3440466	3,1740466	3,2440466	29290
FDR	30/09/2008	3,1740466	3,2440466	3,0240466	3,2340466	86351
FDR	01/10/2008	3,2340466	3,3040466	3,1740466	3,3040466	11689
FDR	02/10/2008	3,1840466	3,4540466	3,1540466	3,3540466	68174
FDR	03/10/2008	3,2040466	3,3140466	3,2040466	3,3140466	5743
FDR	06/10/2008	3,1840466	3,3740466	2,9540466	3,0240466	111539
FDR	07/10/2008	3,1240466	3,2240466	2,8740466	3,2240466	32407
FDR	08/10/2008	3,2240466	3,2240466	3,0240466	3,1240466	52989
FDR	09/10/2008	3,1240466	3,1240466	2,9740466	3,1040466	60012
FDR	10/10/2008	3,0140466	3,0740466	2,8240466	2,9240466	92267
FDR	13/10/2008	3,0040466	3,1040466	2,9840466	3,0740466	33056
FDR	14/10/2008	3,1240466	3,2140466	3,0740466	3,1240466	44050
FDR	15/10/2008	3,1240466	3,1240466	2,9240466	2,9740466	66153
FDR	16/10/2008	3,1040466	3,1040466	2,8740466	3,0340466	88811
FDR	17/10/2008	3,1040466	3,1740466	3,0940466	3,1240466	145913
FDR	20/10/2008	3,1240466	3,1240466	2,9540466	3,0740466	27191
FDR	21/10/2008	3,1240466	3,1340466	2,9240466	2,9840466	64290
FDR	22/10/2008	2,9240466	2,9440466	2,8740466	2,8740466	24026
FDR	23/10/2008	2,9540466	2,9540466	2,8240466	2,9240466	17859
FDR	24/10/2008	2,8640466	2,8740466	2,7240466	2,8040466	51080
FDR	27/10/2008	2,7240466	2,7240466	2,3240466	2,6740466	87609
FDR	28/10/2008	2,7740466	2,8240466	2,7240466	2,7740466	51332
FDR	29/10/2008	2,8240466	2,9140466	2,7740466	2,8140466	49457
FDR	30/10/2008	2,8340466	2,8340466	2,6240466	2,8240466	47022
FDR	31/10/2008	2,9140466	3,0140466	2,6940466	3,0140466	22891
FDR	03/11/2008	3,0040466	3,1940466	3,0040466	3,1940466	49530
FDR	04/11/2008	3,0240466	3,3040466	3,0240466	3,3040466	94245
FDR	05/11/2008	3,1940466	3,3240466	3,1140466	3,2240466	59417
FDR	06/11/2008	3,0240466	3,0640466	2,9340466	3,0440466	27458
FDR	07/11/2008	3,1240466	3,2040466	2,9240466	3,0140466	27447
FDR	10/11/2008	2,9440466	2,9440466	2,8940466	2,9140466	33377
FDR	11/11/2008	2,9140466	2,9140466	2,7940466	2,8240466	28201
FDR	12/11/2008	2,8240466	2,8240466	2,6340466	2,7240466	38770
FDR	13/11/2008	2,7240466	2,7240466	2,4240466	2,6040466	86820
FDR	14/11/2008	2,6740466	2,7240466	2,4740466	2,6540466	54125
FDR	17/11/2008	2,5140466	2,6240466	2,4240466	2,5240466	27704
FDR	18/11/2008	2,3740466	2,5140466	2,2340466	2,3740466	53479
FDR	19/11/2008	2,3740466	2,4740466	2,2440466	2,4740466	33950
FDR	20/11/2008	2,2540466	2,4140466	2,1240466	2,3440466	73395
FDR	21/11/2008	2,3740466	2,3740466	2,1840466	2,2240466	26596
FDR	24/11/2008	2,3540466	2,3540466	2,0740466	2,1840466	60101
FDR	25/11/2008	2,2040466	2,2040466	1,9640466	2,2040466	59937
FDR	26/11/2008	2,2040466	2,2040466	2,0540466	2,1140466	18700
FDR	27/11/2008	2,1140466	2,1140466	1,9640466	2,0540466	37888
FDR	28/11/2008	2,1240466	2,1240466	1,9740466	2,0440466	20143
FDR	01/12/2008	2,0540466	2,0540466	1,9440466	2,0340466	12443
FDR	02/12/2008	2,0240466	2,2140466	1,8640466	2,2140466	122622
FDR	03/12/2008	2,1240466	2,1740466	1,9540466	2,0440466	110793
FDR	04/12/2008	2,0240466	2,0240466	1,8240466	1,8640466	175195
FDR	05/12/2008	1,7340466	1,8640466	1,7340466	1,7740466	49730
FDR	08/12/2008	1,7740466	1,7740466	1,6440466	1,7440466	65684
FDR	09/12/2008	1,8040466	1,8040466	1,6040466	1,6440466	172151
FDR	10/12/2008	1,6740466	1,6740466	1,6140466	1,6540466	479047
FDR	11/12/2008	1,6740466	1,7840466	1,6740466	1,7340466	132581
FDR	12/12/2008	1,7340466	1,7740466	1,6940466	1,7540466	122222
FDR	15/12/2008	1,7940466	1,8740466	1,7840466	1,8740466	106133
FDR	16/12/2008	1,8640466	1,9140466	1,8340466	1,8740466	59327
FDR	17/12/2008	1,8740466	1,9040466	1,8740466	1,9040466	30604
FDR	18/12/2008	1,8340466	1,9240466	1,8340466	1,9040466	54719
FDR	19/12/2008	1,9240466	1,9240466	1,8340466	1,8640466	72477
FDR	22/12/2008	1,8640466	1,8840466	1,7740466	1,8640466	102377
FDR	23/12/2008	1,8940466	1,9140466	1,8640466	1,9040466	74249
FDR	29/12/2008	1,8240466	1,8940466	1,7940466	1,8940466	98577
FDR	30/12/2008	1,9040466	1,9040466	1,8240466	1,9040466	71195
FDR	02/01/2009	1,9040466	1,9540466	1,8840466	1,9440466	57823
FDR	05/01/2009	1,7940466	2,0140466	1,7940466	2,0140466	60980
FDR	06/01/2009	2,0240466	2,1840466	2,0240466	2,1840466	32484
FDR	07/01/2009	2,1840466	2,3740466	2,1640466	2,2440466	91798
FDR	08/01/2009	2,2540466	2,3240466	2,2040466	2,2940466	53637
FDR	09/01/2009	2,2940466	2,2940466	2,2240466	2,2840466	38202
FDR	12/01/2009	2,2440466	2,2640466	2,2240466	2,2240466	28228
FDR	13/01/2009	2,3540466	2,3540466	2,2440466	2,2840466	10141
FDR	14/01/2009	2,3340466	2,3340466	2,2240466	2,2240466	47936
FDR	15/01/2009	2,2440466	2,2740466	2,0440466	2,2240466	120764
FDR	16/01/2009	2,2740466	2,3340466	2,2240466	2,3340466	29562
FDR	19/01/2009	2,3340466	2,3440466	2,3340466	2,3440466	17080
FDR	20/01/2009	2,3540466	2,3540466	2,3040466	2,3440466	10943
FDR	21/01/2009	2,3540466	2,3540466	2,3040466	2,3140466	10595
FDR	22/01/2009	2,3440466	2,3640466	2,2740466	2,2940466	6694
FDR	23/01/2009	2,3640466	2,3640466	2,2940466	2,3540466	20343
FDR	26/01/2009	2,3040466	2,3540466	2,2240466	2,3540466	11767
FDR	27/01/2009	2,3540466	2,3540466	2,2940466	2,3240466	23084
FDR	28/01/2009	2,3540466	2,4040466	2,2740466	2,4040466	77094
FDR	29/01/2009	2,3740466	2,3740466	2,3040466	2,3140466	22700
FDR	30/01/2009	2,4140466	2,4740466	2,2440466	2,3540466	14805
FDR	02/02/2009	2,3740466	2,3740466	2,3040466	2,3440466	28867
FDR	03/02/2009	2,3640466	2,3740466	2,3440466	2,3740466	4672
FDR	04/02/2009	2,3740466	2,3740466	2,3040466	2,3640466	12929
FDR	05/02/2009	2,3740466	2,3740466	2,3040466	2,3240466	12360
FDR	06/02/2009	2,3640466	2,4940466	2,3040466	2,4240466	81248
FDR	09/02/2009	2,5040466	2,5040466	2,3740466	2,3740466	10510
FDR	10/02/2009	2,3840466	2,4040466	2,3740466	2,3840466	5221
FDR	11/02/2009	2,4040466	2,4640466	2,3240466	2,4640466	12015
FDR	12/02/2009	2,3640466	2,4140466	2,3040466	2,3040466	18608
FDR	13/02/2009	2,3240466	2,3240466	2,2640466	2,3040466	11837
FDR	16/02/2009	2,2240466	2,4140466	2,2240466	2,2540466	10098
FDR	17/02/2009	2,2740466	2,3240466	2,1940466	2,1940466	14067
FDR	18/02/2009	2,1740466	2,2740466	1,9840466	2,0740466	45329
FDR	19/02/2009	2,1240466	2,1240466	1,8840466	1,8840466	100273
FDR	20/02/2009	2,0140466	2,0140466	1,7940466	1,8940466	19329
FDR	23/02/2009	2,0140466	2,0140466	1,8240466	1,8940466	14925
FDR	24/02/2009	1,9140466	1,9140466	1,8240466	1,8840466	11720
FDR	25/02/2009	1,9140466	2,1240466	1,9040466	2,1240466	8725
FDR	26/02/2009	2,2040466	2,2040466	2,0040466	2,0940466	35613
FDR	27/02/2009	2,2040466	2,2040466	2,0540466	2,1140466	13394
FDR	02/03/2009	2,0240466	2,0240466	1,9740466	1,9940466	15602
FDR	03/03/2009	2,0040466	2,0040466	1,8240466	1,9740466	12222
FDR	04/03/2009	2,0040466	2,0040466	1,9740466	2,0040466	33028
FDR	05/03/2009	2,0240466	2,0240466	1,9440466	1,9440466	23860
FDR	06/03/2009	1,9740466	1,9740466	1,8240466	1,9240466	30084
FDR	09/03/2009	1,7740466	2,0240466	1,7740466	1,9240466	28304
FDR	10/03/2009	1,9240466	1,9740466	1,8440466	1,9740466	7539
FDR	11/03/2009	1,8340466	2,0240466	1,8240466	1,8240466	25995
FDR	12/03/2009	1,7740466	1,9640466	1,7740466	1,8740466	10869
FDR	13/03/2009	1,8840466	1,8840466	1,8340466	1,8640466	32078
FDR	16/03/2009	1,7740466	1,9740466	1,7740466	1,8740466	15829
FDR	17/03/2009	1,8740466	1,8740466	1,7740466	1,8640466	55497
FDR	18/03/2009	1,7840466	1,8940466	1,7740466	1,8740466	20900
FDR	19/03/2009	1,7740466	1,9740466	1,7740466	1,9740466	8730
FDR	20/03/2009	2,0440466	2,0540466	1,8840466	2,0540466	8462
FDR	23/03/2009	1,9240466	2,0740466	1,9240466	1,9740466	14199
FDR	24/03/2009	1,9740466	1,9740466	1,8040466	1,9540466	17296
FDR	25/03/2009	1,9740466	1,9740466	1,8440466	1,9240466	5716
FDR	26/03/2009	1,8340466	2,0240466	1,7340466	2,0040466	41316
FDR	27/03/2009	2,0040466	2,0040466	1,8240466	1,8940466	28090
FDR	30/03/2009	1,9140466	1,9140466	1,8240466	1,8640466	7301
FDR	31/03/2009	1,7740466	1,9540466	1,7340466	1,9540466	21634
FDR	01/04/2009	1,9540466	1,9540466	1,8240466	1,9040466	14721
FDR	02/04/2009	1,9140466	1,9140466	1,8640466	1,8740466	94828
FDR	03/04/2009	1,8740466	1,9040466	1,8240466	1,8740466	58043
FDR	06/04/2009	1,8440466	1,8740466	1,6740466	1,8740466	93355
FDR	07/04/2009	1,8740466	1,8740466	1,7340466	1,7340466	59100
FDR	08/04/2009	1,7740466	1,8240466	1,7240466	1,8240466	40419
FDR	09/04/2009	1,8640466	1,8640466	1,7540466	1,8640466	24018
FDR	14/04/2009	1,8740466	1,8740466	1,7740466	1,8640466	34640
FDR	15/04/2009	1,8440466	2,0240466	1,8440466	1,9740466	171510
FDR	16/04/2009	2,0040466	2,0340466	1,9640466	1,9640466	41980
FDR	17/04/2009	1,9440466	1,9740466	1,8440466	1,9240466	32709
FDR	20/04/2009	1,9240466	1,9540466	1,8840466	1,9040466	15262
FDR	21/04/2009	1,9240466	1,9240466	1,8440466	1,8940466	12514
FDR	22/04/2009	1,9440466	1,9440466	1,8740466	1,9240466	3972
FDR	23/04/2009	1,8440466	1,9340466	1,8440466	1,8940466	50484
FDR	24/04/2009	1,9340466	1,9340466	1,8840466	1,8840466	15787
FDR	27/04/2009	1,8940466	1,8940466	1,8540466	1,8640466	9273
FDR	28/04/2009	1,8540466	1,8640466	1,8440466	1,8540466	10822
FDR	29/04/2009	1,8540466	1,8640466	1,8340466	1,8640466	13797
FDR	30/04/2009	1,8640466	1,9340466	1,7940466	1,9340466	83305
FDR	04/05/2009	1,9440466	1,9440466	1,8540466	1,9140466	28815
FDR	05/05/2009	1,9240466	1,9340466	1,8040466	1,8840466	65341
FDR	06/05/2009	1,8940466	1,8940466	1,8440466	1,8440466	91039
FDR	07/05/2009	1,8640466	1,9540466	1,8640466	1,9040466	134195
FDR	08/05/2009	1,9340466	1,9340466	1,8840466	1,8940466	310070
FDR	11/05/2009	1,9840466	2,3740466	1,9840466	2,1740466	426520
FDR	12/05/2009	2,2140466	2,2340466	2,1040466	2,1040466	165763
FDR	13/05/2009	2,1340466	2,1340466	1,9740466	2,0240466	93101
FDR	14/05/2009	2,0440466	2,0440466	1,9340466	2,0240466	40888
FDR	15/05/2009	2,0140466	2,0140466	1,9640466	1,9740466	31829
FDR	18/05/2009	1,9840466	2,0140466	1,9640466	2,0040466	55380
FDR	19/05/2009	2,0040466	2,0240466	1,9740466	2,0240466	38766
FDR	20/05/2009	2,0440466	2,1440466	2,0140466	2,1440466	30560
FDR	21/05/2009	2,1840466	2,1840466	2,0540466	2,1540466	53197
FDR	22/05/2009	2,1640466	2,1840466	2,1240466	2,1740466	30095
FDR	25/05/2009	2,2140466	2,2140466	2,1240466	2,1740466	6683
FDR	26/05/2009	2,1740466	2,1740466	2,1240466	2,1740466	7588
FDR	27/05/2009	2,2040466	2,2740466	2,1440466	2,2740466	30134
FDR	28/05/2009	2,3040466	2,3440466	2,2040466	2,2940466	78112
FDR	29/05/2009	2,3440466	2,4240466	2,3240466	2,4140466	91312
FDR	01/06/2009	2,3840466	2,4540466	2,3840466	2,4340466	36656
FDR	02/06/2009	2,3940466	2,4440466	2,3440466	2,3840466	41371
FDR	03/06/2009	2,3840466	2,4240466	2,3840466	2,4240466	22727
FDR	04/06/2009	2,4240466	2,6840466	2,4240466	2,6840466	184403
FDR	05/06/2009	2,7040466	2,7040466	2,5640466	2,5840466	60525
FDR	08/06/2009	2,5840466	2,5840466	2,3740466	2,4740466	23852
FDR	09/06/2009	2,5140466	2,5240466	2,4640466	2,4640466	11421
FDR	10/06/2009	2,5740466	2,5740466	2,3040466	2,4240466	27245
FDR	11/06/2009	2,2940466	2,5240466	2,2940466	2,5240466	9154
FDR	12/06/2009	2,3840466	2,5640466	2,3840466	2,4540466	19411
FDR	15/06/2009	2,4840466	2,5040466	2,4240466	2,4440466	20683
FDR	16/06/2009	2,4240466	2,4240466	2,3740466	2,4040466	15948
FDR	17/06/2009	2,3240466	2,4040466	2,3240466	2,4040466	15493
FDR	18/06/2009	2,4040466	2,6040466	2,4040466	2,5940466	34769
FDR	19/06/2009	2,6040466	2,6140466	2,4740466	2,6040466	18020
FDR	22/06/2009	2,6040466	2,6040466	2,5240466	2,5940466	11266
FDR	23/06/2009	2,6040466	2,6040466	2,5540466	2,5540466	3840
FDR	24/06/2009	2,4340466	2,5940466	2,4340466	2,5740466	6261
FDR	25/06/2009	2,5940466	2,6240466	2,4440466	2,6240466	11158
FDR	26/06/2009	2,4840466	2,6640466	2,4840466	2,6540466	9471
FDR	29/06/2009	2,5440466	2,6540466	2,5440466	2,6240466	19712
FDR	30/06/2009	2,4940466	2,6240466	2,4940466	2,6240466	23914
FDR	01/07/2009	2,6240466	2,6240466	2,5590466	2,5740466	41781
FDR	02/07/2009	2,5740466	2,5740466	2,5440466	2,5440466	17627
FDR	03/07/2009	2,5740466	2,5740466	2,4990466	2,5040466	28629
FDR	06/07/2009	2,5740466	2,5740466	2,5240466	2,5240466	10000
FDR	07/07/2009	2,5740466	2,5940466	2,2840466	2,4740466	35941
FDR	08/07/2009	2,5240466	2,5240466	2,4240466	2,4240466	14503
FDR	09/07/2009	2,4540466	2,4540466	2,3740466	2,3840466	10942
FDR	10/07/2009	2,2890466	2,4140466	2,2890466	2,3740466	22984
FDR	13/07/2009	2,3740466	2,3740466	2,2840466	2,3640466	18050
FDR	14/07/2009	2,2840466	2,5240466	2,2840466	2,5240466	8260
FDR	15/07/2009	2,5440466	2,5440466	2,4940466	2,5240466	8421
FDR	16/07/2009	2,5240466	2,5240466	2,3190466	2,5140466	17138
FDR	17/07/2009	2,4740466	2,4740466	2,3840466	2,4440466	6373
FDR	20/07/2009	2,4540466	2,4540466	2,3740466	2,3740466	12967
FDR	21/07/2009	2,3740466	2,4190466	2,2890466	2,2940466	43740
FDR	22/07/2009	2,2940466	2,4240466	2,2940466	2,3890466	5973
FDR	23/07/2009	2,3640466	2,3690466	2,2840466	2,3140466	27079
FDR	24/07/2009	2,3140466	2,3990466	2,3140466	2,3190466	22956
FDR	27/07/2009	2,3740466	2,3940466	2,3240466	2,3240466	8474
FDR	28/07/2009	2,3090466	2,3790466	2,2840466	2,3240466	46433
FDR	29/07/2009	2,3440466	2,3840466	2,2740466	2,3190466	9647
FDR	30/07/2009	2,3190466	2,3190466	2,2240466	2,3140466	34238
FDR	31/07/2009	2,3140466	2,3840466	2,3140466	2,3840466	33814
FDR	03/08/2009	2,3440466	2,3940466	2,2390466	2,3840466	15340
FDR	04/08/2009	2,3940466	2,3940466	2,3540466	2,3540466	8473
FDR	05/08/2009	2,2790466	2,3940466	2,2790466	2,3540466	10109
FDR	06/08/2009	2,2940466	2,3890466	2,2790466	2,3490466	5314
FDR	07/08/2009	2,3640466	2,4240466	2,2740466	2,3140466	93055
FDR	10/08/2009	2,2990466	2,3540466	2,2840466	2,3340466	14680
FDR	11/08/2009	2,3390466	2,3390466	2,2740466	2,3240466	4177
FDR	12/08/2009	2,3240466	2,3240466	2,3240466	2,3240466	3286
FDR	13/08/2009	2,3940466	2,3940466	2,3040466	2,3490466	9995
FDR	14/08/2009	2,3740466	2,4740466	2,3640466	2,4740466	26454
FDR	17/08/2009	2,4740466	2,5140466	2,4640466	2,4740466	31808
FDR	18/08/2009	2,5140466	2,5140466	2,3640466	2,4740466	61645
FDR	19/08/2009	2,5040466	2,5040466	2,4040466	2,4240466	7344
FDR	20/08/2009	2,4740466	2,4740466	2,4240466	2,4240466	6532
FDR	21/08/2009	2,5040466	2,5040466	2,4040466	2,4140466	29867
FDR	24/08/2009	2,4140466	2,5040466	2,4140466	2,4240466	6397
FDR	25/08/2009	2,3140466	2,4240466	2,2940466	2,3440466	59809
FDR	26/08/2009	2,3440466	2,3440466	2,3190466	2,3290466	21659
FDR	27/08/2009	2,3140466	2,3840466	2,3140466	2,3740466	24736
FDR	28/08/2009	2,3740466	2,4640466	2,3440466	2,4240466	30362
FDR	31/08/2009	2,4740466	2,4740466	2,4140466	2,4540466	19978
FDR	01/09/2009	2,4940466	2,5140466	2,4340466	2,4440466	58713
FDR	02/09/2009	2,5240466	2,5440466	2,2540466	2,4440466	185278
FDR	03/09/2009	2,5240466	2,5240466	2,2690466	2,4240466	20154
FDR	04/09/2009	2,4740466	2,4740466	2,3340466	2,3590466	23402
FDR	07/09/2009	2,3590466	2,4740466	2,3590466	2,4190466	23315
FDR	08/09/2009	2,4240466	2,4240466	2,3990466	2,4190466	16312
FDR	09/09/2009	2,4190466	2,4240466	2,3890466	2,4240466	52193
FDR	10/09/2009	2,4240466	2,4240466	2,3740466	2,4140466	140779
FDR	11/09/2009	2,4240466	2,5140466	2,4240466	2,4640466	32814
FDR	14/09/2009	2,4240466	2,4740466	2,4240466	2,4440466	15191
FDR	15/09/2009	2,4240466	2,4340466	2,4140466	2,4240466	69172
FDR	16/09/2009	2,5040466	2,5040466	2,4040466	2,4240466	100528
FDR	17/09/2009	2,4590466	2,5040466	2,4240466	2,4790466	208305
