TICKER,FECHA,APERTURA,MAXIMO,MINIMO,ULTIMO,VOLUMEN						
SAN	14/02/1986	-2,381409517	-2,381409517	-2,381409517	-2,381409517	0
SAN	17/02/1986	-2,381409517	-2,381409517	-2,381409517	-2,381409517	0
SAN	18/02/1986	-2,387617054	-2,387617054	-2,387617054	-2,387617054	0
SAN	19/02/1986	-2,389216935	-2,389216935	-2,389216935	-2,389216935	0
SAN	20/02/1986	-2,387617054	-2,387617054	-2,387617054	-2,387617054	0
SAN	21/02/1986	-2,370466333	-2,370466333	-2,370466333	-2,370466333	0
SAN	24/02/1986	-2,361059034	-2,361059034	-2,361059034	-2,361059034	0
SAN	25/02/1986	-2,353251616	-2,353251616	-2,353251616	-2,353251616	0
SAN	26/02/1986	-2,334565009	-2,334565009	-2,334565009	-2,334565009	0
SAN	27/02/1986	-2,311142755	-2,311142755	-2,311142755	-2,311142755	0
SAN	28/02/1986	-2,272105665	-2,272105665	-2,272105665	-2,272105665	0
SAN	03/03/1986	-2,248683412	-2,248683412	-2,248683412	-2,248683412	0
SAN	04/03/1986	-2,240875994	-2,240875994	-2,240875994	-2,240875994	0
SAN	05/03/1986	-2,240875994	-2,240875994	-2,240875994	-2,240875994	0
SAN	06/03/1986	-2,25649083	-2,25649083	-2,25649083	-2,25649083	0
SAN	07/03/1986	-2,287720501	-2,287720501	-2,287720501	-2,287720501	0
SAN	10/03/1986	-2,264298247	-2,264298247	-2,264298247	-2,264298247	0
SAN	11/03/1986	-2,233068576	-2,233068576	-2,233068576	-2,233068576	0
SAN	12/03/1986	-2,208046441	-2,208046441	-2,208046441	-2,208046441	0
SAN	13/03/1986	-2,169009351	-2,169009351	-2,169009351	-2,169009351	0
SAN	14/03/1986	-2,131572142	-2,131572142	-2,131572142	-2,131572142	0
SAN	17/03/1986	-2,147186978	-2,147186978	-2,147186978	-2,147186978	0
SAN	18/03/1986	-2,170609232	-2,170609232	-2,170609232	-2,170609232	0
SAN	19/03/1986	-2,154994396	-2,154994396	-2,154994396	-2,154994396	0
SAN	20/03/1986	-2,131572142	-2,131572142	-2,131572142	-2,131572142	0
SAN	21/03/1986	-2,084727635	-2,084727635	-2,084727635	-2,084727635	0
SAN	24/03/1986	-2,087799406	-2,087799406	-2,087799406	-2,087799406	0
SAN	25/03/1986	-2,069112799	-2,069112799	-2,069112799	-2,069112799	0
SAN	26/03/1986	-2,04562655	-2,04562655	-2,04562655	-2,04562655	0
SAN	31/03/1986	-2,02066841	-2,02066841	-2,02066841	-2,02066841	0
SAN	01/04/1986	-1,987902853	-1,987902853	-1,987902853	-1,987902853	0
SAN	02/04/1986	-1,959744952	-1,959744952	-1,959744952	-1,959744952	0
SAN	03/04/1986	-1,92851528	-1,92851528	-1,92851528	-1,92851528	0
SAN	04/04/1986	-1,972288017	-1,972288017	-1,972288017	-1,972288017	0
SAN	07/04/1986	-1,99411039	-1,99411039	-1,99411039	-1,99411039	0
SAN	08/04/1986	-2,001917808	-2,001917808	-2,001917808	-2,001917808	0
SAN	09/04/1986	-2,014396878	-2,014396878	-2,014396878	-2,014396878	0
SAN	10/04/1986	-2,028475828	-2,028475828	-2,028475828	-2,028475828	0
SAN	11/04/1986	-1,975359788	-1,975359788	-1,975359788	-1,975359788	0
SAN	14/04/1986	-2,031611594	-2,031611594	-2,031611594	-2,031611594	0
SAN	15/04/1986	-2,015996759	-2,015996759	-2,015996759	-2,015996759	0
SAN	16/04/1986	-2,008189341	-2,008189341	-2,008189341	-2,008189341	0
SAN	17/04/1986	-1,976959669	-1,976959669	-1,976959669	-1,976959669	0
SAN	18/04/1986	-1,983167206	-1,983167206	-1,983167206	-1,983167206	0
SAN	21/04/1986	-1,980095435	-1,980095435	-1,980095435	-1,980095435	0
SAN	22/04/1986	-1,976959669	-1,976959669	-1,976959669	-1,976959669	0
SAN	23/04/1986	-1,976959669	-1,976959669	-1,976959669	-1,976959669	0
SAN	24/04/1986	-1,978495554	-1,978495554	-1,978495554	-1,978495554	0
SAN	25/04/1986	-1,975359788	-1,975359788	-1,975359788	-1,975359788	0
SAN	28/04/1986	-1,975359788	-1,975359788	-1,975359788	-1,975359788	0
SAN	29/04/1986	-1,98163132	-1,98163132	-1,98163132	-1,98163132	0
