TICKER,FECHA,APERTURA,MAXIMO,MINIMO,ULTIMO,VOLUMEN						
TEF	14/02/1986	-6,856994883	-6,856994883	-6,856994883	-6,856994883	0
TEF	17/02/1986	-6,8713027	-6,8713027	-6,8713027	-6,8713027	0
TEF	18/02/1986	-6,8713027	-6,8713027	-6,8713027	-6,8713027	0
TEF	19/02/1986	-6,856994883	-6,856994883	-6,856994883	-6,856994883	0
TEF	20/02/1986	-6,856994883	-6,856994883	-6,856994883	-6,856994883	0
TEF	21/02/1986	-6,921425051	-6,921425051	-6,921425051	-6,921425051	0
TEF	24/02/1986	-6,835488165	-6,835488165	-6,835488165	-6,835488165	0
TEF	25/02/1986	-6,828289264	-6,828289264	-6,828289264	-6,828289264	0
TEF	26/02/1986	-6,828289264	-6,828289264	-6,828289264	-6,828289264	0
TEF	27/02/1986	-6,806872532	-6,806872532	-6,806872532	-6,806872532	0
TEF	28/02/1986	-6,756660195	-6,756660195	-6,756660195	-6,756660195	0
TEF	03/03/1986	-6,699338943	-6,699338943	-6,699338943	-6,699338943	0
TEF	04/03/1986	-6,692230028	-6,692230028	-6,692230028	-6,692230028	0
TEF	05/03/1986	-6,713646759	-6,713646759	-6,713646759	-6,713646759	0
TEF	06/03/1986	-6,756660195	-6,756660195	-6,756660195	-6,756660195	0
TEF	07/03/1986	-6,720845661	-6,720845661	-6,720845661	-6,720845661	0
TEF	10/03/1986	-6,663524409	-6,663524409	-6,663524409	-6,663524409	0
TEF	11/03/1986	-6,685031126	-6,685031126	-6,685031126	-6,685031126	0
TEF	12/03/1986	-6,627709874	-6,627709874	-6,627709874	-6,627709874	0
TEF	13/03/1986	-6,56318972	-6,56318972	-6,56318972	-6,56318972	0
TEF	14/03/1986	-6,498759553	-6,498759553	-6,498759553	-6,498759553	0
TEF	17/03/1986	-6,56318972	-6,56318972	-6,56318972	-6,56318972	0
TEF	18/03/1986	-6,548881904	-6,548881904	-6,548881904	-6,548881904	0
TEF	19/03/1986	-6,548881904	-6,548881904	-6,548881904	-6,548881904	0
TEF	20/03/1986	-6,520266271	-6,520266271	-6,520266271	-6,520266271	0
TEF	21/03/1986	-6,520266271	-6,520266271	-6,520266271	-6,520266271	0
TEF	24/03/1986	-6,584696438	-6,584696438	-6,584696438	-6,584696438	0
TEF	25/03/1986	-6,548881904	-6,548881904	-6,548881904	-6,548881904	0
TEF	26/03/1986	-6,541772989	-6,541772989	-6,541772989	-6,541772989	0
TEF	31/03/1986	-6,51306737	-6,51306737	-6,51306737	-6,51306737	0
TEF	01/04/1986	-6,498759553	-6,498759553	-6,498759553	-6,498759553	0
TEF	02/04/1986	-6,51306737	-6,51306737	-6,51306737	-6,51306737	0
TEF	03/04/1986	-6,520266271	-6,520266271	-6,520266271	-6,520266271	0
TEF	04/04/1986	-6,541772989	-6,541772989	-6,541772989	-6,541772989	0
TEF	07/04/1986	-6,534574087	-6,534574087	-6,534574087	-6,534574087	0
TEF	08/04/1986	-6,534574087	-6,534574087	-6,534574087	-6,534574087	0
TEF	09/04/1986	-6,548881904	-6,548881904	-6,548881904	-6,548881904	0
TEF	10/04/1986	-6,548881904	-6,548881904	-6,548881904	-6,548881904	0
TEF	11/04/1986	-6,534574087	-6,534574087	-6,534574087	-6,534574087	0
TEF	14/04/1986	-6,534574087	-6,534574087	-6,534574087	-6,534574087	0
TEF	15/04/1986	-6,541772989	-6,541772989	-6,541772989	-6,541772989	0
TEF	16/04/1986	-6,541772989	-6,541772989	-6,541772989	-6,541772989	0
TEF	17/04/1986	-6,520266271	-6,520266271	-6,520266271	-6,520266271	0
TEF	18/04/1986	-6,498759553	-6,498759553	-6,498759553	-6,498759553	0
TEF	21/04/1986	-6,427130484	-6,427130484	-6,427130484	-6,427130484	0
TEF	22/04/1986	-6,369809232	-6,369809232	-6,369809232	-6,369809232	0
TEF	23/04/1986	-6,412732682	-6,412732682	-6,412732682	-6,412732682	0
TEF	24/04/1986	-6,441438301	-6,441438301	-6,441438301	-6,441438301	0
TEF	25/04/1986	-6,398424865	-6,398424865	-6,398424865	-6,398424865	0
TEF	28/04/1986	-6,355411429	-6,355411429	-6,355411429	-6,355411429	0
TEF	29/04/1986	-6,31248798	-6,31248798	-6,31248798	-6,31248798	0
TEF	30/04/1986	-6,326795796	-6,326795796	-6,326795796	-6,326795796	0
TEF	05/05/1986	-6,247967826	-6,247967826	-6,247967826	-6,247967826	0
TEF	06/05/1986	-6,190646574	-6,190646574	-6,190646574	-6,190646574	0
TEF	07/05/1986	-6,255166727	-6,255166727	-6,255166727	-6,255166727	0
TEF	08/05/1986	-6,197845475	-6,197845475	-6,197845475	-6,197845475	0
TEF	09/05/1986	-6,169139856	-6,169139856	-6,169139856	-6,169139856	0
TEF	12/05/1986	-6,169139856	-6,169139856	-6,169139856	-6,169139856	0
TEF	13/05/1986	-6,226461108	-6,226461108	-6,226461108	-6,226461108	0
TEF	14/05/1986	-6,20495439	-6,20495439	-6,20495439	-6,20495439	0
TEF	16/05/1986	-6,240768925	-6,240768925	-6,240768925	-6,240768925	0
TEF	19/05/1986	-6,319596895	-6,319596895	-6,319596895	-6,319596895	0
TEF	20/05/1986	-6,355411429	-6,355411429	-6,355411429	-6,355411429	0
TEF	21/05/1986	-6,376918147	-6,376918147	-6,376918147	-6,376918147	0
TEF	22/05/1986	-6,391225964	-6,391225964	-6,391225964	-6,391225964	0
TEF	23/05/1986	-6,405623766	-6,405623766	-6,405623766	-6,405623766	0
TEF	26/05/1986	-6,441438301	-6,441438301	-6,441438301	-6,441438301	0
TEF	27/05/1986	-6,434239399	-6,434239399	-6,434239399	-6,434239399	0
TEF	28/05/1986	-6,405623766	-6,405623766	-6,405623766	-6,405623766	0
TEF	29/05/1986	-6,333904711	-6,333904711	-6,333904711	-6,333904711	0
TEF	30/05/1986	-6,319596895	-6,319596895	-6,319596895	-6,319596895	0
TEF	02/06/1986	-6,333904711	-6,333904711	-6,333904711	-6,333904711	0
TEF	03/06/1986	-6,333904711	-6,333904711	-6,333904711	-6,333904711	0
TEF	04/06/1986	-6,362610331	-6,362610331	-6,362610331	-6,362610331	0
TEF	05/06/1986	-6,384117049	-6,384117049	-6,384117049	-6,384117049	0
TEF	06/06/1986	-6,412732682	-6,412732682	-6,412732682	-6,412732682	0
TEF	09/06/1986	-6,427130484	-6,427130484	-6,427130484	-6,427130484	0
TEF	10/06/1986	-6,398424865	-6,398424865	-6,398424865	-6,398424865	0
TEF	11/06/1986	-6,412732682	-6,412732682	-6,412732682	-6,412732682	0
TEF	12/06/1986	-6,434239399	-6,434239399	-6,434239399	-6,434239399	0
TEF	13/06/1986	-6,462945019	-6,462945019	-6,462945019	-6,462945019	0
TEF	16/06/1986	-6,462945019	-6,462945019	-6,462945019	-6,462945019	0
TEF	17/06/1986	-6,391225964	-6,391225964	-6,391225964	-6,391225964	0
TEF	18/06/1986	-6,384117049	-6,384117049	-6,384117049	-6,384117049	0
TEF	19/06/1986	-6,376918147	-6,376918147	-6,376918147	-6,376918147	0
TEF	20/06/1986	-6,384117049	-6,384117049	-6,384117049	-6,384117049	0
TEF	23/06/1986	-6,376918147	-6,376918147	-6,376918147	-6,376918147	0
TEF	24/06/1986	-6,419931583	-6,419931583	-6,419931583	-6,419931583	0
TEF	25/06/1986	-6,412732682	-6,412732682	-6,412732682	-6,412732682	0
TEF	26/06/1986	-6,441438301	-6,441438301	-6,441438301	-6,441438301	0
TEF	27/06/1986	-6,455746117	-6,455746117	-6,455746117	-6,455746117	0
TEF	30/06/1986	-6,455746117	-6,455746117	-6,455746117	-6,455746117	0
TEF	01/07/1986	-6,477252835	-6,477252835	-6,477252835	-6,477252835	0
TEF	02/07/1986	-6,484451737	-6,484451737	-6,484451737	-6,484451737	0
TEF	03/07/1986	-6,484451737	-6,484451737	-6,484451737	-6,484451737	0
TEF	04/07/1986	-6,484451737	-6,484451737	-6,484451737	-6,484451737	0
TEF	07/07/1986	-6,434239399	-6,434239399	-6,434239399	-6,434239399	0
TEF	08/07/1986	-6,434239399	-6,434239399	-6,434239399	-6,434239399	0
TEF	09/07/1986	-6,462945019	-6,462945019	-6,462945019	-6,462945019	0
TEF	10/07/1986	-6,462945019	-6,462945019	-6,462945019	-6,462945019	0
TEF	11/07/1986	-6,462945019	-6,462945019	-6,462945019	-6,462945019	0
TEF	14/07/1986	-6,462945019	-6,462945019	-6,462945019	-6,462945019	0
TEF	15/07/1986	-6,51306737	-6,51306737	-6,51306737	-6,51306737	0
TEF	16/07/1986	-6,527375186	-6,527375186	-6,527375186	-6,527375186	0
