Date	Open	High	Low	Close	Adj Close	Volume
2000-02-23	14.449600	14.872300	14.440000	14.833900	6.263828	14342437
2000-02-24	14.891500	15.295000	14.795500	15.054900	6.357146	17306015
2000-02-25	15.083700	15.256600	15.026000	15.083700	6.369311	10362673
2000-02-28	14.853100	14.891500	14.584100	14.747400	6.227301	7457895
2000-02-29	14.824300	14.862700	14.507200	14.507200	6.125875	8498634
2000-03-01	14.555300	14.689800	14.420800	14.651400	6.186763	9312142
2000-03-02	14.651400	14.680200	14.315100	14.593700	6.162398	7597565
2000-03-03	14.651400	14.651400	14.372700	14.651400	6.186763	7755246
2000-03-06	14.891500	15.083700	14.459200	14.689800	6.202980	11462950
2000-03-07	14.622500	14.814700	14.516800	14.680200	6.198927	9774753
2000-03-08	14.593700	14.843500	14.468800	14.795500	6.247612	8594927
2000-03-09	14.795500	14.795500	14.536100	14.728200	6.219196	9151090
2000-03-10	14.728200	14.833900	14.343900	14.440000	6.097497	11147673
2000-03-13	14.430400	14.430400	14.430400	14.430400	6.093442	0
2000-03-14	14.199800	14.199800	13.950000	14.199800	5.996069	6665918
2000-03-15	14.171000	14.171000	13.959600	13.959600	5.894641	5468445
2000-03-16	14.180600	14.699400	14.065300	14.670600	6.194872	12188949
2000-03-17	14.795500	14.881900	14.516800	14.757000	6.231355	9163603
2000-03-20	14.612900	14.709000	14.478400	14.641700	6.182666	16836160
2000-03-21	14.584100	14.833900	14.468800	14.805100	6.251667	7230397
2000-03-22	14.805100	14.920400	14.651400	14.872300	6.280042	11605370
2000-03-23	14.939600	14.939600	14.555300	14.766600	6.235409	5621286
2000-03-24	14.766600	14.824300	14.593700	14.737800	6.223249	3848057
2000-03-27	14.689800	14.853100	14.507200	14.785800	6.243519	4186208
2000-03-28	14.891500	14.920400	14.728200	14.805100	6.251667	10406763
2000-03-29	14.795500	14.853100	14.391900	14.555300	6.146184	9968320
2000-03-30	14.430400	14.555300	14.305500	14.401600	6.081285	9376776
2000-03-31	14.478400	14.757000	14.276700	14.757000	6.231355	18359605
2000-04-03	14.526500	14.814700	14.526500	14.795500	6.247612	19424675
2000-04-04	14.795500	15.189400	14.747400	15.160500	6.401741	14535558
2000-04-05	14.901100	15.218200	14.622500	15.035600	6.349001	11364318
2000-04-06	15.064500	15.295000	14.824300	15.131700	6.389577	10826370
2000-04-07	15.093300	15.362300	15.006800	15.256600	6.442321	10040715
2000-04-10	15.208600	15.333500	15.093300	15.275800	6.450427	10332322
2000-04-11	15.016400	15.333500	15.016400	15.179800	6.409889	7834290
2000-04-12	15.227800	15.371900	14.881900	14.987600	6.328731	12323262
2000-04-13	14.872300	15.160500	14.795500	15.160500	6.401741	8297541
2000-04-14	15.045200	15.227800	14.699400	14.833900	6.263828	9983814
2000-04-17	14.171000	14.593700	14.103700	14.411200	6.085336	15947214
2000-04-18	14.603300	14.660900	14.324700	14.420800	6.089389	7676434
2000-04-19	14.488000	14.632100	14.228600	14.507200	6.125875	10201238
2000-04-20	14.545700	14.785800	14.411200	14.699400	6.207033	6203518
2000-04-21	14.699400	14.699400	14.699400	14.699400	6.207033	0
2000-04-24	14.699400	14.699400	14.699400	14.699400	6.207033	0
2000-04-25	14.411200	14.507200	14.334300	14.363100	6.089882	9512169
2000-04-26	14.507200	14.507200	14.267000	14.334300	6.077673	7606384
2000-04-27	14.372700	14.391900	14.142100	14.238200	6.036925	12146087
2000-04-28	14.382300	14.411200	14.305500	14.411200	6.110276	9495125
2000-05-01	14.411200	14.411200	14.411200	14.411200	6.110276	0
2000-05-02	14.411200	14.526500	14.171000	14.526500	6.159164	5774332
2000-05-03	14.411200	14.507200	14.315100	14.372700	6.093955	5706285
2000-05-04	14.315100	14.363100	13.998000	14.084500	5.971759	10509407
2000-05-05	14.084500	14.161400	13.882700	13.988400	5.931014	7124675
2000-05-08	13.959600	14.046100	13.690600	13.729000	5.821026	7791861
2000-05-09	13.729000	13.729000	13.729000	13.729000	5.821026	0
2000-05-10	13.671400	13.902000	13.623400	13.661800	5.792535	9253142
2000-05-11	13.719400	13.921200	13.556100	13.805900	5.853632	6564365
2000-05-12	13.921200	13.921200	13.604100	13.729000	5.821026	5131932
2000-05-15	13.757800	13.863500	13.604100	13.661800	5.792535	4599950
2000-05-16	13.642600	13.834700	13.642600	13.757800	5.833239	7211563
2000-05-17	13.786700	14.084500	13.661800	13.882700	5.886194	16425166
2000-05-18	13.873100	14.122900	13.786700	13.930800	5.906591	10110042
2000-05-19	13.844300	13.873100	13.623400	13.661800	5.792535	8766080
2000-05-22	13.661800	13.690600	13.296700	13.296700	5.637735	7744073
2000-05-23	13.296700	13.690600	13.296700	13.623400	5.776254	21755098
2000-05-24	13.315900	13.613700	13.306300	13.604100	5.768072	24928410
2000-05-25	13.594500	14.180600	13.594500	14.180600	6.012507	26905305
2000-05-26	13.998000	14.612900	13.902000	14.478400	6.138771	16111264
2000-05-29	14.267000	14.430400	14.055700	14.209400	6.024715	6952795
2000-05-30	14.171000	14.411200	14.132500	14.276700	6.053249	11112940
2000-05-31	14.334300	14.603300	14.295900	14.411200	6.110276	12910297
2000-06-01	14.315100	14.805100	14.315100	14.718600	6.240613	12272156
2000-06-02	14.555300	15.256600	14.555300	15.199000	6.444301	28725352
2000-06-05	15.083700	15.131700	14.853100	15.006800	6.362810	7919177
2000-06-06	14.997200	15.199000	14.949200	15.083700	6.395415	14311877
2000-06-07	15.045200	15.083700	14.747400	14.920400	6.326175	7450883
2000-06-08	14.939600	15.074100	14.814700	14.949200	6.338386	6917595
2000-06-09	14.891500	15.083700	14.833900	14.987600	6.354666	7565188
2000-06-12	14.910800	15.026000	14.747400	14.872300	6.305781	5286434
2000-06-13	14.891500	15.131700	14.843500	15.093300	6.399483	9721675
2000-06-14	15.093300	15.323900	15.016400	15.247000	6.464653	13022689
2000-06-15	15.160500	15.333500	15.160500	15.323900	6.497259	8911805
2000-06-16	15.275800	15.314300	14.814700	15.227800	6.456514	21951633
2000-06-19	14.372700	14.372700	14.372700	14.372700	6.093955	0
2000-06-20	15.045200	15.170100	14.891500	14.891500	6.313923	5481021
2000-06-21	14.814700	14.968400	14.757000	14.766600	6.260966	6693045
2000-06-22	14.805100	14.843500	14.564900	14.564900	6.175447	8578725
2000-06-23	14.622500	14.766600	14.363100	14.660900	6.216148	5574946
2000-06-26	14.718600	14.920400	14.555300	14.891500	6.313923	10936868
2000-06-27	14.843500	14.978000	14.766600	14.766600	6.260966	5010676
2000-06-28	14.757000	14.881900	14.632100	14.757000	6.256894	5381188
2000-06-29	14.757000	14.872300	14.526500	14.660900	6.216148	13539653
2000-06-30	14.718600	15.035600	14.622500	15.035600	6.375021	9757447
2000-07-03	14.910800	15.122100	14.757000	15.122100	6.411696	5928882
2000-07-04	15.016400	15.170100	14.987600	15.102900	6.403553	6093242
2000-07-05	15.064500	15.256600	14.949200	15.006800	6.362810	12962100
2000-07-06	14.891500	15.275800	14.891500	15.083700	6.395415	13565018
2000-07-07	14.372700	14.372700	14.372700	14.372700	6.093955	0
2000-07-10	15.141300	15.160500	14.910800	15.083700	6.424017	4982375
2000-07-11	14.987600	15.035600	14.718600	14.891500	6.342164	6756736
2000-07-12	14.795500	15.016400	14.660900	14.709000	6.264436	7657678
2000-07-13	14.699400	14.891500	14.593700	14.651400	6.239907	7010023
2000-07-14	14.718600	14.872300	14.660900	14.776200	6.293058	4756412
2000-07-17	14.747400	14.872300	14.622500	14.680200	6.252172	6038450
2000-07-18	14.699400	14.872300	14.651400	14.747400	6.280792	5617575
2000-07-19	15.054900	15.093300	14.709000	14.949200	6.366735	8182450
2000-07-20	14.881900	15.122100	14.853100	15.122100	6.440374	6213614
2000-07-21	15.112500	15.131700	14.805100	14.930000	6.358560	7598171
2000-07-24	14.372700	14.372700	14.372700	14.372700	6.121210	0
2000-07-25	15.083700	15.131700	14.891500	15.006800	6.391268	6918121
2000-07-26	15.083700	15.083700	14.843500	14.881900	6.338073	8161575
2000-07-27	14.372700	14.372700	14.372700	14.372700	6.121210	0
2000-07-28	14.968400	14.968400	14.737800	14.805100	6.305367	6266739
2000-07-31	14.891500	14.987600	14.747400	14.987600	6.383090	6424719
2000-08-01	14.939600	15.006800	14.853100	14.987600	6.383090	6669319
2000-08-02	14.958800	15.093300	14.862700	15.083700	6.424017	7806258
2000-08-03	15.006800	15.064500	14.891500	15.035600	6.403535	6416727
2000-08-04	15.054900	15.131700	14.968400	15.083700	6.424017	7047370
2000-08-07	15.006800	15.371900	14.997200	15.371900	6.546762	12672783
2000-08-08	15.343100	15.861900	15.343100	15.688900	6.681767	19397592
2000-08-09	15.660100	16.034800	15.621700	15.909900	6.775892	14661200
2000-08-10	15.823500	15.948300	15.746600	15.900300	6.771801	13929361
2000-08-11	15.833100	16.006001	15.785000	15.996400	6.812733	5781989
2000-08-14	15.958000	16.159700	15.948300	16.102100	6.857748	7314279
2000-08-15	16.140499	16.313400	16.092501	16.284599	6.935473	6233866
2000-08-16	16.284599	16.467100	16.226999	16.323000	6.951825	12155808
2000-08-17	16.332600	16.342300	15.314300	16.207800	6.902763	8344340
2000-08-18	16.236601	16.582399	16.217400	16.524799	7.037770	12148960
2000-08-21	16.409500	16.544001	16.380699	16.534401	7.041862	9240745
2000-08-22	16.457500	16.496000	16.351900	16.351900	6.964136	4505760
2000-08-23	16.486401	16.486401	16.034800	16.284599	6.935473	6081647
2000-08-24	16.188499	16.294201	15.948300	16.044399	6.833172	5956502
2000-08-25	16.034800	16.323000	16.015600	16.236601	6.915031	4090554
2000-08-28	16.207800	16.313400	16.111700	16.303801	6.943651	3747533
2000-08-29	16.246201	16.332600	16.159700	16.332600	6.955915	5142118
2000-08-30	16.246201	16.323000	16.150101	16.159700	6.882281	8412576
2000-08-31	16.226999	16.226999	15.929100	16.054001	6.837261	8512028
2000-09-01	16.169300	16.236601	15.852300	16.188499	6.894542	6230129
2000-09-04	16.121300	16.178900	15.909900	16.015600	6.820909	4903282
2000-09-05	15.948300	16.275000	15.929100	16.236601	6.915031	7425168
2000-09-06	16.150101	16.409500	16.150101	16.351900	6.964136	8253669
2000-09-07	16.323000	16.342300	16.226999	16.236601	6.915031	7397995
2000-09-08	16.323000	16.351900	16.159700	16.236601	6.915031	6594424
2000-09-11	16.275000	16.524799	16.246201	16.524799	7.037770	12483107
2000-09-12	16.476801	16.534401	16.380699	16.505600	7.029596	8464220
2000-09-13	16.438299	16.505600	16.294201	16.476801	7.017330	7069380
2000-09-14	16.476801	16.678499	16.361500	16.678499	7.103233	9996805
2000-09-15	16.620899	16.764999	16.380699	16.764999	7.140071	29229660
2000-09-18	16.572800	16.630501	16.246201	16.246201	6.919118	8407327
2000-09-19	16.246201	16.284599	16.054001	16.169300	6.886367	11348101
2000-09-20	16.188499	16.188499	15.861900	15.900300	6.771801	11191597
2000-09-21	15.861900	16.169300	15.640900	15.679300	6.677679	9459812
2000-09-22	15.573700	16.140499	15.419900	16.140499	6.874099	2678952
2000-09-25	16.102100	16.303801	16.015600	16.294201	6.939559	10260148
2000-09-26	16.284599	16.313400	15.986800	16.025200	6.824993	5073259
2000-09-27	15.996400	16.178900	15.929100	16.034800	6.829082	5110552
2000-09-28	16.226999	16.601700	16.054001	16.601700	7.070522	9771310
2000-09-29	16.755400	16.755400	16.390301	16.447901	7.005022	7846656
2000-10-02	16.371099	16.764999	16.342300	16.764999	7.140071	7837358
2000-10-03	16.678499	16.774599	16.630501	16.774599	7.144160	6301161
2000-10-04	16.668900	16.716900	16.409500	16.620899	7.078697	7140787
2000-10-05	16.534401	16.649700	16.342300	16.486401	7.021418	10267476
2000-10-06	16.428699	16.534401	16.255800	16.351900	6.964136	12337220
2000-10-09	16.236601	16.332600	15.765800	15.833100	6.743184	8209922
2000-10-10	15.929100	16.140499	15.852300	16.092501	6.881475	6374769
2000-10-11	15.919500	15.948300	15.323900	15.323900	6.552806	12560630
2000-10-12	14.372700	14.372700	14.372700	14.372700	6.146054	0
2000-10-13	14.843500	15.102900	14.824300	15.045200	6.433630	15916498
2000-10-16	15.275800	15.708200	15.141300	15.631300	6.684258	10889404
2000-10-17	15.448800	16.025200	15.448800	15.660100	6.696572	9549242
2000-10-18	15.516000	15.756200	14.843500	15.131700	6.470619	11022853
2000-10-19	15.323900	15.631300	15.170100	15.592900	6.667833	9714675
2000-10-20	15.660100	16.034800	15.352700	15.900300	6.799286	15498655
2000-10-23	15.833100	15.900300	15.419900	15.900300	6.799286	8634796
2000-10-24	15.881100	16.476801	15.756200	16.476801	7.045810	10715758
2000-10-25	16.275000	16.380699	15.631300	15.794600	6.754087	11115635
2000-10-26	15.756200	15.756200	14.891500	14.891500	6.367903	17610466
2000-10-27	15.064500	15.064500	14.430400	14.459200	6.183043	21600135
2000-10-30	14.737800	14.939600	14.564900	14.699400	6.285756	10876206
2000-10-31	14.372700	14.372700	14.372700	14.372700	6.146054	0
2000-11-01	14.372700	14.372700	14.372700	14.372700	6.146054	0
2000-11-02	15.227800	15.602500	15.189400	15.564000	6.655478	12998353
2000-11-03	15.592900	15.813900	15.448800	15.612100	6.676045	7612768
2000-11-06	15.535200	15.823500	15.506400	15.823500	6.766443	8198623
2000-11-07	15.727400	15.852300	15.525600	15.717800	6.721246	6238007
2000-11-08	15.660100	15.785000	15.189400	15.295000	6.540447	8721671
2000-11-09	15.199000	15.275800	14.958800	15.035600	6.429523	9852539
2000-11-10	15.083700	15.266200	14.747400	14.747400	6.306284	9353446
2000-11-13	14.555300	14.872300	14.459200	14.795500	6.326852	9918026
2000-11-14	14.910800	15.256600	14.660900	15.256600	6.524028	11114189
2000-11-15	15.218200	15.487200	14.958800	15.371900	6.573332	8737816
2000-11-16	15.371900	15.410300	15.102900	15.256600	6.524028	6435714
2000-11-17	14.987600	15.170100	14.718600	14.757000	6.310388	13734283
2000-11-20	14.843500	14.843500	14.151800	14.219000	6.080329	11837815
2000-11-21	14.219000	14.641700	14.219000	14.641700	6.261083	13408161
2000-11-22	14.593700	14.593700	13.892400	13.930800	5.957088	20525613
2000-11-23	14.161400	14.632100	14.084500	14.545700	6.220031	12316163
2000-11-24	14.507200	15.131700	14.507200	15.064500	6.441882	10576855
2000-11-27	15.083700	15.381500	14.910800	14.968400	6.400786	8638343
2000-11-28	15.006800	15.189400	14.747400	14.939600	6.388473	7127333
2000-11-29	15.016400	15.102900	14.699400	15.093300	6.454197	8609706
2000-11-30	14.949200	14.968400	14.622500	14.805100	6.330956	12336783
2000-12-01	14.785800	14.930000	14.612900	14.651400	6.265231	7456222
2000-12-04	14.651400	14.651400	14.103700	14.171000	6.059802	8428535
2000-12-05	14.363100	14.872300	14.286300	14.843500	6.347374	10106361
2000-12-06	14.843500	14.843500	14.843500	14.843500	6.347374	0
2000-12-07	14.881900	15.343100	14.776200	15.035600	6.429523	16823837
2000-12-08	15.035600	15.035600	15.035600	15.035600	6.429523	0
2000-12-11	15.256600	15.602500	15.150900	15.448800	6.606216	13706534
2000-12-12	15.371900	15.660100	15.295000	15.458400	6.610323	16430204
2000-12-13	15.506400	15.650500	15.343100	15.371900	6.573332	14881144
2000-12-14	15.371900	15.371900	14.920400	15.275800	6.532238	14022726
2000-12-15	14.987600	15.122100	14.699400	14.814700	6.335060	48893181
2000-12-18	14.968400	15.131700	14.488000	14.488000	6.195359	67520578
2000-12-19	14.545700	14.881900	14.401600	14.795500	6.326852	27804764
2000-12-20	14.603300	14.728200	14.094100	14.122900	6.039234	8514571
2000-12-21	14.122900	14.536100	14.026900	14.353500	6.137845	20592905
2000-12-22	14.228600	14.757000	14.228600	14.603300	6.244661	23585534
2000-12-25	NaN	NaN	NaN	NaN	NaN	NaN
2000-12-26	NaN	NaN	NaN	NaN	NaN	NaN
2000-12-27	14.440000	14.853100	14.440000	14.795500	6.326852	6412803
2000-12-28	14.881900	15.035600	14.709000	14.987600	6.408997	6362803
2000-12-29	14.987600	15.266200	14.920400	15.227800	6.511713	10850612
2001-01-01	15.227800	15.227800	15.227800	15.227800	6.511713	0
2001-01-02	15.275800	15.275800	14.651400	14.872300	6.359692	9011149
2001-01-03	14.516800	15.083700	14.468800	14.641700	6.261083	11042161
2001-01-04	15.227800	15.833100	14.747400	15.737000	6.729455	23483103
2001-01-05	15.679300	16.025200	15.679300	15.900300	6.799286	21568826
2001-01-08	15.785000	16.121300	15.573700	16.111700	6.889686	19866260
2001-01-09	15.996400	16.284599	15.765800	16.082800	6.877328	14464353
2001-01-10	16.073200	16.188499	15.785000	15.794600	6.781069	14595428
2001-01-11	15.564000	15.938700	15.564000	15.929100	6.838816	11430038
2001-01-12	15.948300	16.294201	15.929100	16.236601	6.970833	11502596
2001-01-15	16.102100	16.188499	15.967600	16.111700	6.917212	13104656
2001-01-16	16.015600	16.102100	15.804200	15.861900	6.809967	9260877
2001-01-17	15.871500	16.457500	15.871500	16.236601	6.970833	23074888
2001-01-18	16.198099	16.544001	16.150101	16.524799	7.094568	14545935
2001-01-19	16.572800	16.620899	16.236601	16.476801	7.073961	20213251
2001-01-22	16.159700	16.505600	16.159700	16.255800	6.979076	12546922
2001-01-23	16.159700	16.496000	15.977200	16.380699	7.032700	11371479
2001-01-24	NaN	NaN	NaN	NaN	NaN	NaN
2001-01-25	16.207800	16.476801	16.207800	16.399900	7.040943	9849795
2001-01-26	NaN	NaN	NaN	NaN	NaN	NaN
2001-01-29	16.198099	16.236601	15.852300	15.861900	6.809967	12111593
2001-01-30	16.044399	16.140499	15.948300	16.140499	6.929574	8011948
2001-01-31	16.140499	16.524799	16.063601	16.524799	7.094568	14491758
2001-02-01	16.428699	16.620899	16.332600	16.524799	7.094568	14299834
2001-02-02	16.524799	16.524799	16.044399	16.054001	6.892439	12947330
2001-02-05	15.948300	16.236601	15.900300	16.178900	6.946063	7112796
2001-02-06	16.178900	16.236601	15.986800	16.102100	6.913089	8552872
2001-02-07	16.044399	16.188499	15.852300	16.140499	6.929574	7227034
2001-02-08	16.198099	16.323000	15.948300	16.226999	6.966711	6058692
2001-02-09	16.198099	16.198099	15.890700	16.025200	6.880074	9182834
2001-02-12	15.852300	16.323000	15.852300	16.284599	6.991442	7360119
2001-02-13	16.313400	16.467100	16.092501	16.390301	7.036824	23131833
2001-02-14	16.236601	16.371099	15.948300	16.044399	6.888317	9311935
2001-02-15	16.092501	16.332600	16.044399	16.188499	6.950183	23396347
2001-02-16	16.140499	16.188499	15.765800	15.958000	6.851223	24436208
2001-02-19	15.861900	16.102100	15.861900	16.082800	6.904802	6399815
2001-02-20	16.082800	16.111700	15.823500	15.823500	6.793478	18292282
2001-02-21	15.852300	15.996400	15.468000	15.688900	6.735692	24855196
2001-02-22	15.381500	15.554500	15.237400	15.391100	6.607838	16942755
2001-02-23	15.535200	15.544800	14.987600	15.218200	6.533607	14590328
2001-02-26	15.218200	15.544800	15.218200	15.419900	6.620202	9637315
2001-02-27	15.708200	15.708200	15.439200	15.612100	6.702720	30103534
2001-02-28	15.477600	15.852300	15.477600	15.544800	6.673827	15903956
2001-03-01	15.544800	15.564000	15.179800	15.429600	6.624367	12549774
2001-03-02	15.381500	15.592900	15.227800	15.391100	6.607838	7153355
2001-03-05	15.343100	15.602500	15.343100	15.419900	6.620202	6982472
2001-03-06	15.516000	15.852300	15.468000	15.804200	6.785193	9057622
2001-03-07	15.631300	15.919500	15.592900	15.919500	6.834694	7218339
2001-03-08	15.986800	16.121300	15.938700	16.015600	6.875952	8045476
2001-03-09	15.986800	16.082800	15.746600	15.756200	6.764586	10379957
2001-03-12	15.612100	15.650500	15.247000	15.266200	6.554214	27873190
2001-03-13	15.199000	15.371900	15.006800	15.295000	6.566579	12326260
2001-03-14	NaN	NaN	NaN	NaN	NaN	NaN
2001-03-15	15.131700	15.352700	14.901100	15.247000	6.545970	12084770
2001-03-16	15.218200	15.218200	14.747400	14.853100	6.376857	17088267
2001-03-19	14.997200	14.997200	14.564900	14.651400	6.290260	11708176
2001-03-20	14.680200	14.881900	14.411200	14.478400	6.215988	32409216
2001-03-21	14.516800	14.516800	13.796300	13.796300	5.923145	32359172
2001-03-22	13.652200	13.719400	13.306300	13.373600	5.741667	30763700
2001-03-23	13.508100	13.853900	13.508100	13.584900	5.832385	14923382
2001-03-26	13.834700	14.247800	13.690600	14.122900	6.063364	29702116
2001-03-27	14.199800	14.651400	13.940400	14.651400	6.290260	16762280
2001-03-28	14.651400	14.824300	14.411200	14.612900	6.273734	17603399
2001-03-29	14.420800	14.651400	14.219000	14.651400	6.290260	17665528
2001-03-30	14.574500	14.949200	14.488000	14.843500	6.372735	21245722
2001-04-02	15.083700	15.083700	14.459200	14.737800	6.327358	23561948
2001-04-03	14.526500	14.651400	14.171000	14.171000	6.084013	19328125
2001-04-04	14.094100	14.516800	13.748300	14.459200	6.207744	15685021
2001-04-05	14.440000	14.757000	14.440000	14.574500	6.257248	25812027
2001-04-06	14.843500	14.862700	14.190200	14.459200	6.207744	8375956
2001-04-09	14.353500	14.680200	14.247800	14.660900	6.294341	10014128
2001-04-10	14.737800	14.891500	14.612900	14.795500	6.400589	15520940
2001-04-11	14.843500	15.026000	14.680200	14.795500	6.400589	14885141
2001-04-12	14.785800	15.189400	14.737800	15.035600	6.504457	7384287
2001-04-13	15.035600	15.035600	15.035600	15.035600	6.504457	0
2001-04-16	15.035600	15.035600	15.035600	15.035600	6.504457	0
2001-04-17	14.901100	14.968400	14.680200	14.881900	6.437964	9684843
2001-04-18	14.987600	15.621700	14.987600	15.323900	6.629177	15382974
2001-04-19	15.477600	15.516000	15.179800	15.247000	6.595908	12822042
2001-04-20	15.179800	15.343100	14.555300	14.593700	6.313290	14614205
2001-04-23	14.526500	14.555300	14.324700	14.372700	6.217686	14251892
2001-04-24	14.372700	14.709000	14.295900	14.689800	6.354864	14402203
2001-04-25	14.612900	14.699400	14.276700	14.516800	6.280022	9408295
2001-04-26	14.699400	15.131700	14.622500	14.891500	6.442117	15339945
2001-04-27	14.891500	15.314300	14.805100	15.131700	6.546030	11321351
2001-04-30	15.131700	15.468000	15.112500	15.391100	6.658250	7000415
2001-05-01	15.391100	15.391100	15.391100	15.391100	6.658250	0
2001-05-02	15.496800	15.544800	15.045200	15.064500	6.516960	4470628
2001-05-03	15.131700	15.256600	14.757000	14.881900	6.437964	7704010
2001-05-04	14.958800	15.074100	14.660900	14.978000	6.479542	21194814
2001-05-07	14.978000	14.978000	14.978000	14.978000	6.479542	0
2001-05-08	15.150900	15.343100	15.035600	15.131700	6.546030	8352786
2001-05-09	15.035600	15.227800	14.805100	15.170100	6.562644	11362465
2001-05-10	15.131700	15.737000	15.131700	15.602500	6.749702	14205699
2001-05-11	15.458400	15.717800	15.304700	15.391100	6.658250	9881833
2001-05-14	15.314300	15.391100	15.093300	15.343100	6.637484	10314973
2001-05-15	15.371900	15.458400	15.150900	15.429600	6.674902	5711448
2001-05-16	15.314300	15.429600	15.035600	15.429600	6.674902	13166993
2001-05-17	15.612100	15.852300	15.602500	15.708200	6.795427	14779265
2001-05-18	15.660100	15.842700	15.583300	15.823500	6.845305	11028224
2001-05-21	15.669700	15.727400	15.439200	15.650500	6.770468	7378712
2001-05-22	15.698600	15.746600	15.448800	15.458400	6.687363	10133753
2001-05-23	15.429600	15.698600	15.362300	15.410300	6.666554	7066693
2001-05-24	15.391100	15.583300	15.381500	15.419900	6.670708	5008184
2001-05-25	15.448800	15.506400	15.016400	15.131700	6.546030	8522777
2001-05-28	15.218200	15.419900	15.141300	15.333500	6.633331	4905810
2001-05-29	15.333500	15.400700	15.199000	15.371900	6.649940	5765426
2001-05-30	15.285400	15.583300	15.199000	15.381500	6.654094	10466347
2001-05-31	15.314300	15.535200	15.256600	15.468000	6.691515	10133177
2001-06-01	15.439200	15.439200	15.247000	15.352700	6.641637	10064418
2001-06-04	15.352700	15.583300	15.352700	15.544800	6.724739	4423429
2001-06-05	15.564000	15.564000	15.295000	15.554500	6.728936	7759215
2001-06-06	15.564000	15.640900	15.487200	15.525600	6.716434	6179454
2001-06-07	15.525600	15.650500	15.439200	15.439200	6.679057	9832308
2001-06-08	15.516000	15.679300	15.468000	15.564000	6.733047	9124003
2001-06-11	15.439200	15.602500	15.429600	15.506400	6.708126	11396282
2001-06-12	15.554500	15.554500	15.179800	15.179800	6.566839	9813030
2001-06-13	15.333500	15.448800	15.247000	15.410300	6.666554	7376362
2001-06-14	15.323900	15.371900	15.227800	15.371900	6.649940	6166623
2001-06-15	15.314300	15.410300	15.045200	15.266200	6.604214	12275393
2001-06-18	15.083700	15.122100	14.766600	14.814700	6.408895	12892998
2001-06-19	14.901100	15.035600	14.843500	14.978000	6.479542	29515500
2001-06-20	14.987600	15.112500	14.536100	15.035600	6.504457	9548629
2001-06-21	15.102900	15.131700	14.939600	14.987600	6.483692	13237491
2001-06-22	14.987600	15.179800	14.651400	14.853100	6.425507	11572198
2001-06-25	14.824300	15.054900	14.718600	14.824300	6.413046	10165851
2001-06-26	14.785800	14.795500	14.305500	14.363100	6.213530	17405386
2001-06-27	14.507200	14.564900	14.382300	14.391900	6.225991	16727349
2001-06-28	14.440000	14.526500	14.180600	14.516800	6.280022	28072723
